Trial,Event,Value,Timestamp
10,StimOn,0,2024-04-02T15:17:04.4169472+01:00
10,PictureID,3,2024-04-02T15:17:04.4171520+01:00
10,TrialITI,1,2024-04-02T15:17:04.4172416+01:00
10,StimOn,1,2024-04-02T15:17:05.4270592+01:00
10,StimOn,0,2024-04-02T15:17:06.4172032+01:00
10,PictureID,8,2024-04-02T15:17:06.4173952+01:00
10,TrialITI,1.6,2024-04-02T15:17:06.4174720+01:00
10,StimOn,1,2024-04-02T15:17:08.0441344+01:00
10,StimOn,0,2024-04-02T15:17:09.0341888+01:00
10,PictureID,2,2024-04-02T15:17:09.0343808+01:00
10,TrialITI,2,2024-04-02T15:17:09.0344576+01:00
10,StimOn,1,2024-04-02T15:17:11.0615424+01:00
10,StimOn,0,2024-04-02T15:17:12.0512384+01:00
10,PictureID,1,2024-04-02T15:17:12.0515584+01:00
10,TrialITI,1.6,2024-04-02T15:17:12.0516480+01:00
10,StimOn,1,2024-04-02T15:17:13.6787456+01:00
10,StimOn,0,2024-04-02T15:17:14.6682368+01:00
10,PictureID,0,2024-04-02T15:17:14.6684800+01:00
10,TrialITI,2,2024-04-02T15:17:14.6685952+01:00
10,StimOn,1,2024-04-02T15:17:16.6959360+01:00
10,StimOn,0,2024-04-02T15:17:17.6852736+01:00
10,PictureID,5,2024-04-02T15:17:17.6855424+01:00
10,TrialITI,2,2024-04-02T15:17:17.6856704+01:00
10,StimOn,1,2024-04-02T15:17:19.7136128+01:00
10,StimOn,0,2024-04-02T15:17:20.7022976+01:00
10,PictureID,9,2024-04-02T15:17:20.7024768+01:00
10,TrialITI,1,2024-04-02T15:17:20.7025664+01:00
10,StimOn,1,2024-04-02T15:17:21.7140224+01:00
10,StimOn,0,2024-04-02T15:17:22.7025664+01:00
10,PictureID,7,2024-04-02T15:17:22.7027456+01:00
10,TrialITI,1,2024-04-02T15:17:22.7028352+01:00
10,StimOn,1,2024-04-02T15:17:23.7144192+01:00
10,StimOn,0,2024-04-02T15:17:24.7028096+01:00
11,PictureID,5,2024-04-02T15:17:24.7031680+01:00
11,TrialITI,1.4,2024-04-02T15:17:24.7032576+01:00
11,StimOn,1,2024-04-02T15:17:26.1147392+01:00
11,StimOn,0,2024-04-02T15:17:27.1031168+01:00
11,PictureID,1,2024-04-02T15:17:27.1032960+01:00
11,TrialITI,1.5,2024-04-02T15:17:27.1033856+01:00
11,StimOn,1,2024-04-02T15:17:28.6318592+01:00
11,StimOn,0,2024-04-02T15:17:29.6200960+01:00
11,PictureID,2,2024-04-02T15:17:29.6214528+01:00
11,TrialITI,1.2,2024-04-02T15:17:29.6216704+01:00
11,StimOn,1,2024-04-02T15:17:30.8323456+01:00
11,StimOn,0,2024-04-02T15:17:31.8203648+01:00
11,PictureID,8,2024-04-02T15:17:31.8205440+01:00
11,TrialITI,1.2,2024-04-02T15:17:31.8206208+01:00
11,StimOn,1,2024-04-02T15:17:33.0327168+01:00
11,StimOn,0,2024-04-02T15:17:34.0206464+01:00
11,PictureID,7,2024-04-02T15:17:34.0208256+01:00
11,TrialITI,1.6,2024-04-02T15:17:34.0210432+01:00
11,StimOn,1,2024-04-02T15:17:35.6497792+01:00
11,StimOn,0,2024-04-02T15:17:36.6376320+01:00
11,PictureID,3,2024-04-02T15:17:36.6377984+01:00
11,TrialITI,1.6,2024-04-02T15:17:36.6378880+01:00
11,StimOn,1,2024-04-02T15:17:38.2668672+01:00
11,StimOn,0,2024-04-02T15:17:39.2546176+01:00
11,PictureID,6,2024-04-02T15:17:39.2548224+01:00
11,TrialITI,1.1,2024-04-02T15:17:39.2549120+01:00
11,StimOn,1,2024-04-02T15:17:40.3671552+01:00
11,StimOn,0,2024-04-02T15:17:41.3548800+01:00
11,PictureID,0,2024-04-02T15:17:41.3550720+01:00
11,TrialITI,1.5,2024-04-02T15:17:41.3551744+01:00
11,StimOn,1,2024-04-02T15:17:42.8844288+01:00
11,StimOn,0,2024-04-02T15:17:43.8718720+01:00
11,PictureID,4,2024-04-02T15:17:43.8720512+01:00
11,TrialITI,1.3,2024-04-02T15:17:43.8721408+01:00
11,StimOn,1,2024-04-02T15:17:45.1849344+01:00
11,StimOn,0,2024-04-02T15:17:46.1721472+01:00
11,PictureID,9,2024-04-02T15:17:46.1723776+01:00
11,TrialITI,2,2024-04-02T15:17:46.1724672+01:00
11,StimOn,1,2024-04-02T15:17:48.2022016+01:00
11,StimOn,0,2024-04-02T15:17:49.1891840+01:00
12,PictureID,2,2024-04-02T15:17:49.1895680+01:00
12,TrialITI,1.7,2024-04-02T15:17:49.1896576+01:00
12,StimOn,1,2024-04-02T15:17:50.9193216+01:00
12,StimOn,0,2024-04-02T15:17:51.9061888+01:00
12,PictureID,5,2024-04-02T15:17:51.9063680+01:00
12,TrialITI,1.9,2024-04-02T15:17:51.9064448+01:00
12,StimOn,1,2024-04-02T15:17:53.8365696+01:00
12,StimOn,0,2024-04-02T15:17:54.8232320+01:00
12,PictureID,6,2024-04-02T15:17:54.8234112+01:00
12,TrialITI,2,2024-04-02T15:17:54.8235008+01:00
12,StimOn,1,2024-04-02T15:17:56.8536320+01:00
12,StimOn,0,2024-04-02T15:17:57.8402688+01:00
12,PictureID,4,2024-04-02T15:17:57.8404608+01:00
12,TrialITI,1.1,2024-04-02T15:17:57.8405504+01:00
12,StimOn,1,2024-04-02T15:17:58.9539328+01:00
12,StimOn,0,2024-04-02T15:17:59.9405312+01:00
12,PictureID,8,2024-04-02T15:17:59.9407232+01:00
12,TrialITI,1.2,2024-04-02T15:17:59.9408128+01:00
12,StimOn,1,2024-04-02T15:18:01.1542912+01:00
12,StimOn,0,2024-04-02T15:18:02.1408000+01:00
12,PictureID,1,2024-04-02T15:18:02.1409664+01:00
12,TrialITI,1.8,2024-04-02T15:18:02.1410560+01:00
12,StimOn,1,2024-04-02T15:18:03.9714688+01:00
12,StimOn,0,2024-04-02T15:18:04.9578112+01:00
12,PictureID,3,2024-04-02T15:18:04.9579904+01:00
12,TrialITI,1.4,2024-04-02T15:18:04.9580672+01:00
12,StimOn,1,2024-04-02T15:18:06.3733120+01:00
12,StimOn,0,2024-04-02T15:18:07.3581184+01:00
12,PictureID,9,2024-04-02T15:18:07.3582976+01:00
12,TrialITI,2,2024-04-02T15:18:07.3584000+01:00
12,StimOn,1,2024-04-02T15:18:09.3904000+01:00
12,StimOn,0,2024-04-02T15:18:10.3751680+01:00
12,PictureID,0,2024-04-02T15:18:10.3753600+01:00
12,TrialITI,2,2024-04-02T15:18:10.3754496+01:00
12,StimOn,1,2024-04-02T15:18:12.4074752+01:00
12,StimOn,0,2024-04-02T15:18:13.3921920+01:00
12,PictureID,7,2024-04-02T15:18:13.3923712+01:00
12,TrialITI,1.2,2024-04-02T15:18:13.3924480+01:00
12,StimOn,1,2024-04-02T15:18:14.6078208+01:00
12,StimOn,0,2024-04-02T15:18:15.5924736+01:00
13,PictureID,2,2024-04-02T15:18:15.5928832+01:00
13,TrialITI,1.7,2024-04-02T15:18:15.5929856+01:00
13,StimOn,1,2024-04-02T15:18:17.3249152+01:00
13,StimOn,0,2024-04-02T15:18:18.3094784+01:00
13,PictureID,8,2024-04-02T15:18:18.3096448+01:00
13,TrialITI,1.6,2024-04-02T15:18:18.3097344+01:00
13,StimOn,1,2024-04-02T15:18:19.9419008+01:00
13,StimOn,0,2024-04-02T15:18:20.9264768+01:00
13,PictureID,9,2024-04-02T15:18:20.9267200+01:00
13,TrialITI,1.9,2024-04-02T15:18:20.9268480+01:00
13,StimOn,1,2024-04-02T15:18:22.8590720+01:00
13,StimOn,0,2024-04-02T15:18:23.8434944+01:00
13,PictureID,5,2024-04-02T15:18:23.8436608+01:00
13,TrialITI,1.1,2024-04-02T15:18:23.8437504+01:00
13,StimOn,1,2024-04-02T15:18:24.9594368+01:00
13,StimOn,0,2024-04-02T15:18:25.9437696+01:00
13,PictureID,4,2024-04-02T15:18:25.9439616+01:00
13,TrialITI,1.6,2024-04-02T15:18:25.9440768+01:00
13,StimOn,1,2024-04-02T15:18:27.5765888+01:00
13,StimOn,0,2024-04-02T15:18:28.5607552+01:00
13,PictureID,3,2024-04-02T15:18:28.5609344+01:00
13,TrialITI,1.3,2024-04-02T15:18:28.5610112+01:00
13,StimOn,1,2024-04-02T15:18:29.8769280+01:00
13,StimOn,0,2024-04-02T15:18:30.8610432+01:00
13,PictureID,6,2024-04-02T15:18:30.8612096+01:00
13,TrialITI,2,2024-04-02T15:18:30.8612864+01:00
13,StimOn,1,2024-04-02T15:18:32.8940800+01:00
13,StimOn,0,2024-04-02T15:18:33.8780800+01:00
13,PictureID,0,2024-04-02T15:18:33.8782464+01:00
13,TrialITI,1.5,2024-04-02T15:18:33.8783232+01:00
13,StimOn,1,2024-04-02T15:18:35.4110976+01:00
13,StimOn,0,2024-04-02T15:18:36.3950592+01:00
13,PictureID,1,2024-04-02T15:18:36.3952512+01:00
13,TrialITI,1,2024-04-02T15:18:36.3953408+01:00
13,StimOn,1,2024-04-02T15:18:37.4113920+01:00
13,StimOn,0,2024-04-02T15:18:38.3956224+01:00
13,PictureID,7,2024-04-02T15:18:38.3958272+01:00
13,TrialITI,2,2024-04-02T15:18:38.3959296+01:00
13,StimOn,1,2024-04-02T15:18:40.4285056+01:00
13,StimOn,0,2024-04-02T15:18:41.4124544+01:00
14,PictureID,5,2024-04-02T15:18:41.4128128+01:00
14,TrialITI,1.3,2024-04-02T15:18:41.4128896+01:00
14,StimOn,1,2024-04-02T15:18:42.7289216+01:00
14,StimOn,0,2024-04-02T15:18:43.7127808+01:00
14,PictureID,7,2024-04-02T15:18:43.7129472+01:00
14,TrialITI,1.3,2024-04-02T15:18:43.7130240+01:00
14,StimOn,1,2024-04-02T15:18:45.0292480+01:00
14,StimOn,0,2024-04-02T15:18:46.0130944+01:00
14,PictureID,1,2024-04-02T15:18:46.0132736+01:00
14,TrialITI,1.1,2024-04-02T15:18:46.0133504+01:00
14,StimOn,1,2024-04-02T15:18:47.1295360+01:00
14,StimOn,0,2024-04-02T15:18:48.1133824+01:00
14,PictureID,6,2024-04-02T15:18:48.1135488+01:00
14,TrialITI,1.9,2024-04-02T15:18:48.1136384+01:00
14,StimOn,1,2024-04-02T15:18:50.0466304+01:00
14,StimOn,0,2024-04-02T15:18:51.0305920+01:00
14,PictureID,8,2024-04-02T15:18:51.0307584+01:00
14,TrialITI,1.3,2024-04-02T15:18:51.0308480+01:00
14,StimOn,1,2024-04-02T15:18:52.3308544+01:00
14,StimOn,0,2024-04-02T15:18:53.3305088+01:00
14,PictureID,3,2024-04-02T15:18:53.3307392+01:00
14,TrialITI,1.4,2024-04-02T15:18:53.3308416+01:00
14,StimOn,1,2024-04-02T15:18:54.7312768+01:00
14,StimOn,0,2024-04-02T15:18:55.7308032+01:00
14,PictureID,9,2024-04-02T15:18:55.7309824+01:00
14,TrialITI,1.9,2024-04-02T15:18:55.7310592+01:00
14,StimOn,1,2024-04-02T15:18:57.6483968+01:00
14,StimOn,0,2024-04-02T15:18:58.6478336+01:00
14,PictureID,2,2024-04-02T15:18:58.6480128+01:00
14,TrialITI,1.7,2024-04-02T15:18:58.6480896+01:00
14,StimOn,1,2024-04-02T15:19:00.3655168+01:00
14,StimOn,0,2024-04-02T15:19:01.3648384+01:00
14,PictureID,4,2024-04-02T15:19:01.3650048+01:00
14,TrialITI,1.9,2024-04-02T15:19:01.3650816+01:00
14,StimOn,1,2024-04-02T15:19:03.2826112+01:00
14,StimOn,0,2024-04-02T15:19:04.2818688+01:00
14,PictureID,0,2024-04-02T15:19:04.2820224+01:00
14,TrialITI,1.4,2024-04-02T15:19:04.2821120+01:00
14,StimOn,1,2024-04-02T15:19:05.6830336+01:00
14,StimOn,0,2024-04-02T15:19:06.6821888+01:00
15,PictureID,1,2024-04-02T15:19:06.6826240+01:00
15,TrialITI,1.5,2024-04-02T15:19:06.6827264+01:00
15,StimOn,1,2024-04-02T15:19:08.2000128+01:00
15,StimOn,0,2024-04-02T15:19:09.1991424+01:00
15,PictureID,6,2024-04-02T15:19:09.1993472+01:00
15,TrialITI,1.8,2024-04-02T15:19:09.1994368+01:00
15,StimOn,1,2024-04-02T15:19:11.0170624+01:00
15,StimOn,0,2024-04-02T15:19:12.0161664+01:00
15,PictureID,0,2024-04-02T15:19:12.0163328+01:00
15,TrialITI,1.7,2024-04-02T15:19:12.0164096+01:00
15,StimOn,1,2024-04-02T15:19:13.7346304+01:00
15,StimOn,0,2024-04-02T15:19:14.7331712+01:00
15,PictureID,9,2024-04-02T15:19:14.7333376+01:00
15,TrialITI,1.3,2024-04-02T15:19:14.7334272+01:00
15,StimOn,1,2024-04-02T15:19:16.0349824+01:00
15,StimOn,0,2024-04-02T15:19:17.0334720+01:00
15,PictureID,2,2024-04-02T15:19:17.0336640+01:00
15,TrialITI,1.7,2024-04-02T15:19:17.0337536+01:00
15,StimOn,1,2024-04-02T15:19:18.7521280+01:00
15,StimOn,0,2024-04-02T15:19:19.7504640+01:00
15,PictureID,8,2024-04-02T15:19:19.7506304+01:00
15,TrialITI,1.1,2024-04-02T15:19:19.7507072+01:00
15,StimOn,1,2024-04-02T15:19:20.8524544+01:00
15,StimOn,0,2024-04-02T15:19:21.8507136+01:00
15,PictureID,7,2024-04-02T15:19:21.8508800+01:00
15,TrialITI,1.3,2024-04-02T15:19:21.8509696+01:00
15,StimOn,1,2024-04-02T15:19:23.1527296+01:00
15,StimOn,0,2024-04-02T15:19:24.1510272+01:00
15,PictureID,5,2024-04-02T15:19:24.1512704+01:00
15,TrialITI,1.7,2024-04-02T15:19:24.1513856+01:00
15,StimOn,1,2024-04-02T15:19:25.8697856+01:00
15,StimOn,0,2024-04-02T15:19:26.8680192+01:00
15,PictureID,3,2024-04-02T15:19:26.8681856+01:00
15,TrialITI,1.3,2024-04-02T15:19:26.8682624+01:00
15,StimOn,1,2024-04-02T15:19:28.1701760+01:00
15,StimOn,0,2024-04-02T15:19:29.1683072+01:00
15,PictureID,4,2024-04-02T15:19:29.1684864+01:00
15,TrialITI,2,2024-04-02T15:19:29.1685888+01:00
15,StimOn,1,2024-04-02T15:19:31.1873024+01:00
15,StimOn,0,2024-04-02T15:19:32.1853696+01:00
16,PictureID,8,2024-04-02T15:19:32.1861504+01:00
16,TrialITI,1.4,2024-04-02T15:19:32.1862400+01:00
16,StimOn,1,2024-04-02T15:19:33.5876864+01:00
16,StimOn,0,2024-04-02T15:19:34.5856384+01:00
16,PictureID,9,2024-04-02T15:19:34.5858176+01:00
16,TrialITI,1,2024-04-02T15:19:34.5859072+01:00
16,StimOn,1,2024-04-02T15:19:35.5879936+01:00
16,StimOn,0,2024-04-02T15:19:36.5858816+01:00
16,PictureID,4,2024-04-02T15:19:36.5860608+01:00
16,TrialITI,1.9,2024-04-02T15:19:36.5861632+01:00
16,StimOn,1,2024-04-02T15:19:38.5051392+01:00
16,StimOn,0,2024-04-02T15:19:39.5029120+01:00
16,PictureID,5,2024-04-02T15:19:39.5030912+01:00
16,TrialITI,2,2024-04-02T15:19:39.5031680+01:00
16,StimOn,1,2024-04-02T15:19:41.5222656+01:00
16,StimOn,0,2024-04-02T15:19:42.5199616+01:00
16,PictureID,0,2024-04-02T15:19:42.5201280+01:00
16,TrialITI,1.5,2024-04-02T15:19:42.5202048+01:00
16,StimOn,1,2024-04-02T15:19:44.0392832+01:00
16,StimOn,0,2024-04-02T15:19:45.0369408+01:00
16,PictureID,3,2024-04-02T15:19:45.0371200+01:00
16,TrialITI,1.6,2024-04-02T15:19:45.0371968+01:00
16,StimOn,1,2024-04-02T15:19:46.6566912+01:00
16,StimOn,0,2024-04-02T15:19:47.6539264+01:00
16,PictureID,6,2024-04-02T15:19:47.6541056+01:00
16,TrialITI,1.1,2024-04-02T15:19:47.6542080+01:00
16,StimOn,1,2024-04-02T15:19:48.7569920+01:00
16,StimOn,0,2024-04-02T15:19:49.7541888+01:00
16,PictureID,2,2024-04-02T15:19:49.7543680+01:00
16,TrialITI,1.4,2024-04-02T15:19:49.7544448+01:00
16,StimOn,1,2024-04-02T15:19:51.1573632+01:00
16,StimOn,0,2024-04-02T15:19:52.1544960+01:00
16,PictureID,7,2024-04-02T15:19:52.1546624+01:00
16,TrialITI,1.2,2024-04-02T15:19:52.1547392+01:00
16,StimOn,1,2024-04-02T15:19:53.3576448+01:00
16,StimOn,0,2024-04-02T15:19:54.3547904+01:00
16,PictureID,1,2024-04-02T15:19:54.3549824+01:00
16,TrialITI,1.1,2024-04-02T15:19:54.3550848+01:00
16,StimOn,1,2024-04-02T15:19:55.4579712+01:00
16,StimOn,0,2024-04-02T15:19:56.4550528+01:00
17,PictureID,2,2024-04-02T15:19:56.4555264+01:00
17,TrialITI,1.4,2024-04-02T15:19:56.4556288+01:00
17,StimOn,1,2024-04-02T15:19:57.8583808+01:00
17,StimOn,0,2024-04-02T15:19:58.8553216+01:00
17,PictureID,6,2024-04-02T15:19:58.8555008+01:00
17,TrialITI,1.9,2024-04-02T15:19:58.8555904+01:00
17,StimOn,1,2024-04-02T15:20:00.7754624+01:00
17,StimOn,0,2024-04-02T15:20:01.7723520+01:00
17,PictureID,7,2024-04-02T15:20:01.7725312+01:00
17,TrialITI,2,2024-04-02T15:20:01.7726336+01:00
17,StimOn,1,2024-04-02T15:20:03.7926016+01:00
17,StimOn,0,2024-04-02T15:20:04.7894016+01:00
17,PictureID,4,2024-04-02T15:20:04.7895808+01:00
17,TrialITI,1.2,2024-04-02T15:20:04.7896704+01:00
17,StimOn,1,2024-04-02T15:20:05.9928832+01:00
17,StimOn,0,2024-04-02T15:20:06.9896960+01:00
17,PictureID,5,2024-04-02T15:20:06.9899136+01:00
17,TrialITI,1,2024-04-02T15:20:06.9900288+01:00
17,StimOn,1,2024-04-02T15:20:07.9931648+01:00
17,StimOn,0,2024-04-02T15:20:08.9899264+01:00
17,PictureID,9,2024-04-02T15:20:08.9900928+01:00
17,TrialITI,2,2024-04-02T15:20:08.9901696+01:00
17,StimOn,1,2024-04-02T15:20:11.0102528+01:00
17,StimOn,0,2024-04-02T15:20:12.0069632+01:00
17,PictureID,8,2024-04-02T15:20:12.0071424+01:00
17,TrialITI,1.4,2024-04-02T15:20:12.0072320+01:00
17,StimOn,1,2024-04-02T15:20:13.4106624+01:00
17,StimOn,0,2024-04-02T15:20:14.4072704+01:00
17,PictureID,1,2024-04-02T15:20:14.4074624+01:00
17,TrialITI,1.4,2024-04-02T15:20:14.4075520+01:00
17,StimOn,1,2024-04-02T15:20:15.8111616+01:00
17,StimOn,0,2024-04-02T15:20:16.8075648+01:00
17,PictureID,3,2024-04-02T15:20:16.8077312+01:00
17,TrialITI,1.2,2024-04-02T15:20:16.8078080+01:00
17,StimOn,1,2024-04-02T15:20:18.0115968+01:00
17,StimOn,0,2024-04-02T15:20:19.0078336+01:00
17,PictureID,0,2024-04-02T15:20:19.0080128+01:00
17,TrialITI,1.9,2024-04-02T15:20:19.0081024+01:00
17,StimOn,1,2024-04-02T15:20:20.9287040+01:00
17,StimOn,0,2024-04-02T15:20:21.9248640+01:00
18,PictureID,2,2024-04-02T15:20:21.9252224+01:00
18,TrialITI,1.3,2024-04-02T15:20:21.9252992+01:00
18,StimOn,1,2024-04-02T15:20:23.2290048+01:00
18,StimOn,0,2024-04-02T15:20:24.2251520+01:00
18,PictureID,3,2024-04-02T15:20:24.2253184+01:00
18,TrialITI,1.5,2024-04-02T15:20:24.2253952+01:00
18,StimOn,1,2024-04-02T15:20:25.7460608+01:00
18,StimOn,0,2024-04-02T15:20:26.7421312+01:00
18,PictureID,0,2024-04-02T15:20:26.7422976+01:00
18,TrialITI,1.4,2024-04-02T15:20:26.7423744+01:00
18,StimOn,1,2024-04-02T15:20:28.1464960+01:00
18,StimOn,0,2024-04-02T15:20:29.1424256+01:00
18,PictureID,9,2024-04-02T15:20:29.1426048+01:00
18,TrialITI,1.7,2024-04-02T15:20:29.1426816+01:00
18,StimOn,1,2024-04-02T15:20:30.8635776+01:00
18,StimOn,0,2024-04-02T15:20:31.8594560+01:00
18,PictureID,4,2024-04-02T15:20:31.8596864+01:00
18,TrialITI,1.4,2024-04-02T15:20:31.8598016+01:00
18,StimOn,1,2024-04-02T15:20:33.2640640+01:00
18,StimOn,0,2024-04-02T15:20:34.2597376+01:00
18,PictureID,8,2024-04-02T15:20:34.2599040+01:00
18,TrialITI,1.8,2024-04-02T15:20:34.2599808+01:00
18,StimOn,1,2024-04-02T15:20:36.0815488+01:00
18,StimOn,0,2024-04-02T15:20:37.0767488+01:00
18,PictureID,7,2024-04-02T15:20:37.0769152+01:00
18,TrialITI,1.2,2024-04-02T15:20:37.0769920+01:00
18,StimOn,1,2024-04-02T15:20:38.2818560+01:00
18,StimOn,0,2024-04-02T15:20:39.2770304+01:00
18,PictureID,5,2024-04-02T15:20:39.2771968+01:00
18,TrialITI,1.7,2024-04-02T15:20:39.2772736+01:00
18,StimOn,1,2024-04-02T15:20:40.9989120+01:00
18,StimOn,0,2024-04-02T15:20:41.9940352+01:00
18,PictureID,6,2024-04-02T15:20:41.9942272+01:00
18,TrialITI,1.4,2024-04-02T15:20:41.9943424+01:00
18,StimOn,1,2024-04-02T15:20:43.3992704+01:00
18,StimOn,0,2024-04-02T15:20:44.3943296+01:00
18,PictureID,1,2024-04-02T15:20:44.3944960+01:00
18,TrialITI,1.4,2024-04-02T15:20:44.3945856+01:00
18,StimOn,1,2024-04-02T15:20:45.7996288+01:00
18,StimOn,0,2024-04-02T15:20:46.7946752+01:00
19,PictureID,5,2024-04-02T15:20:46.7958016+01:00
19,TrialITI,1.9,2024-04-02T15:20:46.7960832+01:00
19,StimOn,1,2024-04-02T15:20:48.7166848+01:00
19,StimOn,0,2024-04-02T15:20:49.7116544+01:00
19,PictureID,9,2024-04-02T15:20:49.7118336+01:00
19,TrialITI,2,2024-04-02T15:20:49.7119104+01:00
19,StimOn,1,2024-04-02T15:20:51.7339008+01:00
19,StimOn,0,2024-04-02T15:20:52.7287168+01:00
19,PictureID,1,2024-04-02T15:20:52.7289728+01:00
19,TrialITI,1.4,2024-04-02T15:20:52.7290880+01:00
19,StimOn,1,2024-04-02T15:20:54.1345024+01:00
19,StimOn,0,2024-04-02T15:20:55.1290112+01:00
19,PictureID,0,2024-04-02T15:20:55.1292160+01:00
19,TrialITI,1.7,2024-04-02T15:20:55.1293184+01:00
19,StimOn,1,2024-04-02T15:20:56.8516608+01:00
19,StimOn,0,2024-04-02T15:20:57.8460032+01:00
19,PictureID,8,2024-04-02T15:20:57.8461696+01:00
19,TrialITI,1,2024-04-02T15:20:57.8462592+01:00
19,StimOn,1,2024-04-02T15:20:58.8520192+01:00
19,StimOn,0,2024-04-02T15:20:59.8462592+01:00
19,PictureID,3,2024-04-02T15:20:59.8464512+01:00
19,TrialITI,1.1,2024-04-02T15:20:59.8465408+01:00
19,StimOn,1,2024-04-02T15:21:00.9523072+01:00
19,StimOn,0,2024-04-02T15:21:01.9465216+01:00
19,PictureID,4,2024-04-02T15:21:01.9467136+01:00
19,TrialITI,1.1,2024-04-02T15:21:01.9468160+01:00
19,StimOn,1,2024-04-02T15:21:03.0526208+01:00
19,StimOn,0,2024-04-02T15:21:04.0467712+01:00
19,PictureID,7,2024-04-02T15:21:04.0469504+01:00
19,TrialITI,1.7,2024-04-02T15:21:04.0470272+01:00
19,StimOn,1,2024-04-02T15:21:05.7696640+01:00
19,StimOn,0,2024-04-02T15:21:06.7637760+01:00
19,PictureID,2,2024-04-02T15:21:06.7639552+01:00
19,TrialITI,1.6,2024-04-02T15:21:06.7640320+01:00
19,StimOn,1,2024-04-02T15:21:08.3867008+01:00
19,StimOn,0,2024-04-02T15:21:09.3807744+01:00
19,PictureID,6,2024-04-02T15:21:09.3809408+01:00
19,TrialITI,1,2024-04-02T15:21:09.3810176+01:00
19,StimOn,1,2024-04-02T15:21:10.3869696+01:00
19,StimOn,0,2024-04-02T15:21:11.3810176+01:00
20,PictureID,4,2024-04-02T15:21:11.3813760+01:00
20,TrialITI,1.8,2024-04-02T15:21:11.3814528+01:00
20,StimOn,1,2024-04-02T15:21:13.2041984+01:00
20,StimOn,0,2024-04-02T15:21:14.1980416+01:00
20,PictureID,0,2024-04-02T15:21:14.1982080+01:00
20,TrialITI,1.4,2024-04-02T15:21:14.1982976+01:00
20,StimOn,1,2024-04-02T15:21:15.6045568+01:00
20,StimOn,0,2024-04-02T15:21:16.5983360+01:00
20,PictureID,1,2024-04-02T15:21:16.5985152+01:00
20,TrialITI,1.8,2024-04-02T15:21:16.5986048+01:00
20,StimOn,1,2024-04-02T15:21:18.4216832+01:00
20,StimOn,0,2024-04-02T15:21:19.4153600+01:00
20,PictureID,6,2024-04-02T15:21:19.4155264+01:00
20,TrialITI,1.1,2024-04-02T15:21:19.4156032+01:00
20,StimOn,1,2024-04-02T15:21:20.5220096+01:00
