Trial,Event,Value,Timestamp
20,StimOn,0,2024-04-02T15:21:21.5156096+01:00
20,PictureID,9,2024-04-02T15:21:21.5157888+01:00
20,TrialITI,1.2,2024-04-02T15:21:21.5158656+01:00
20,StimOn,1,2024-04-02T15:21:22.7223808+01:00
20,StimOn,0,2024-04-02T15:21:23.7158912+01:00
20,PictureID,5,2024-04-02T15:21:23.7160832+01:00
20,TrialITI,1.6,2024-04-02T15:21:23.7161728+01:00
20,StimOn,1,2024-04-02T15:21:25.3394816+01:00
20,StimOn,0,2024-04-02T15:21:26.3328768+01:00
20,PictureID,3,2024-04-02T15:21:26.3330560+01:00
20,TrialITI,1.6,2024-04-02T15:21:26.3331456+01:00
20,StimOn,1,2024-04-02T15:21:27.9565568+01:00
20,StimOn,0,2024-04-02T15:21:28.9498752+01:00
20,PictureID,7,2024-04-02T15:21:28.9500416+01:00
20,TrialITI,1.4,2024-04-02T15:21:28.9501184+01:00
20,StimOn,1,2024-04-02T15:21:30.3571200+01:00
20,StimOn,0,2024-04-02T15:21:31.3501696+01:00
20,PictureID,2,2024-04-02T15:21:31.3503360+01:00
20,TrialITI,1.1,2024-04-02T15:21:31.3504256+01:00
20,StimOn,1,2024-04-02T15:21:32.4576512+01:00
20,StimOn,0,2024-04-02T15:21:33.4504320+01:00
20,PictureID,8,2024-04-02T15:21:33.4505984+01:00
20,TrialITI,1.8,2024-04-02T15:21:33.4506752+01:00
20,StimOn,1,2024-04-02T15:21:35.2745856+01:00
20,StimOn,0,2024-04-02T15:21:36.2674560+01:00
21,PictureID,3,2024-04-02T15:21:36.2678144+01:00
21,TrialITI,1.4,2024-04-02T15:21:36.2678912+01:00
21,StimOn,1,2024-04-02T15:21:37.6749568+01:00
21,StimOn,0,2024-04-02T15:21:38.6677504+01:00
21,PictureID,9,2024-04-02T15:21:38.6679168+01:00
21,TrialITI,2,2024-04-02T15:21:38.6679936+01:00
21,StimOn,1,2024-04-02T15:21:40.6920064+01:00
21,StimOn,0,2024-04-02T15:21:41.6848000+01:00
21,PictureID,7,2024-04-02T15:21:41.6849536+01:00
21,TrialITI,2,2024-04-02T15:21:41.6850432+01:00
21,StimOn,1,2024-04-02T15:21:43.7092480+01:00
21,StimOn,0,2024-04-02T15:21:44.7018496+01:00
21,PictureID,5,2024-04-02T15:21:44.7021824+01:00
21,TrialITI,2,2024-04-02T15:21:44.7022976+01:00
21,StimOn,1,2024-04-02T15:21:46.7264768+01:00
21,StimOn,0,2024-04-02T15:21:47.7188736+01:00
21,PictureID,6,2024-04-02T15:21:47.7190400+01:00
21,TrialITI,1.7,2024-04-02T15:21:47.7191296+01:00
21,StimOn,1,2024-04-02T15:21:49.4435072+01:00
21,StimOn,0,2024-04-02T15:21:50.4358784+01:00
21,PictureID,4,2024-04-02T15:21:50.4360576+01:00
21,TrialITI,1.8,2024-04-02T15:21:50.4361344+01:00
21,StimOn,1,2024-04-02T15:21:52.2607488+01:00
21,StimOn,0,2024-04-02T15:21:53.2529024+01:00
21,PictureID,0,2024-04-02T15:21:53.2530816+01:00
21,TrialITI,2,2024-04-02T15:21:53.2531584+01:00
21,StimOn,1,2024-04-02T15:21:55.2779648+01:00
21,StimOn,0,2024-04-02T15:21:56.2699520+01:00
21,PictureID,8,2024-04-02T15:21:56.2701184+01:00
21,TrialITI,1.9,2024-04-02T15:21:56.2702080+01:00
21,StimOn,1,2024-04-02T15:21:58.1950336+01:00
21,StimOn,0,2024-04-02T15:21:59.1869696+01:00
21,PictureID,1,2024-04-02T15:21:59.1871488+01:00
21,TrialITI,1.9,2024-04-02T15:21:59.1872512+01:00
21,StimOn,1,2024-04-02T15:22:01.1121408+01:00
21,StimOn,0,2024-04-02T15:22:02.1040128+01:00
21,PictureID,2,2024-04-02T15:22:02.1042176+01:00
21,TrialITI,1.2,2024-04-02T15:22:02.1043072+01:00
21,StimOn,1,2024-04-02T15:22:03.3124992+01:00
21,StimOn,0,2024-04-02T15:22:04.3042688+01:00
22,PictureID,1,2024-04-02T15:22:04.3046272+01:00
22,TrialITI,1,2024-04-02T15:22:04.3047040+01:00
22,StimOn,1,2024-04-02T15:22:05.3127936+01:00
22,StimOn,0,2024-04-02T15:22:06.3045248+01:00
22,PictureID,3,2024-04-02T15:22:06.3047040+01:00
22,TrialITI,1.2,2024-04-02T15:22:06.3048064+01:00
22,StimOn,1,2024-04-02T15:22:07.5130752+01:00
22,StimOn,0,2024-04-02T15:22:08.5047936+01:00
22,PictureID,7,2024-04-02T15:22:08.5049856+01:00
22,TrialITI,1,2024-04-02T15:22:08.5050752+01:00
22,StimOn,1,2024-04-02T15:22:09.5134336+01:00
22,StimOn,0,2024-04-02T15:22:10.5050496+01:00
22,PictureID,5,2024-04-02T15:22:10.5052416+01:00
22,TrialITI,1.8,2024-04-02T15:22:10.5053440+01:00
22,StimOn,1,2024-04-02T15:22:12.3307008+01:00
22,StimOn,0,2024-04-02T15:22:13.3220736+01:00
22,PictureID,8,2024-04-02T15:22:13.3222656+01:00
22,TrialITI,1.2,2024-04-02T15:22:13.3223680+01:00
22,StimOn,1,2024-04-02T15:22:14.5310848+01:00
22,StimOn,0,2024-04-02T15:22:15.5223424+01:00
22,PictureID,9,2024-04-02T15:22:15.5225088+01:00
22,TrialITI,1,2024-04-02T15:22:15.5225856+01:00
22,StimOn,1,2024-04-02T15:22:16.5313664+01:00
22,StimOn,0,2024-04-02T15:22:17.5225856+01:00
22,PictureID,0,2024-04-02T15:22:17.5227776+01:00
22,TrialITI,1.8,2024-04-02T15:22:17.5228672+01:00
22,StimOn,1,2024-04-02T15:22:19.3484672+01:00
22,StimOn,0,2024-04-02T15:22:20.3396096+01:00
22,PictureID,2,2024-04-02T15:22:20.3398144+01:00
22,TrialITI,1.6,2024-04-02T15:22:20.3399168+01:00
22,StimOn,1,2024-04-02T15:22:21.9656576+01:00
22,StimOn,0,2024-04-02T15:22:22.9566080+01:00
22,PictureID,4,2024-04-02T15:22:22.9568128+01:00
22,TrialITI,1.3,2024-04-02T15:22:22.9569024+01:00
22,StimOn,1,2024-04-02T15:22:24.2659072+01:00
22,StimOn,0,2024-04-02T15:22:25.2568832+01:00
22,PictureID,6,2024-04-02T15:22:25.2570496+01:00
22,TrialITI,1.7,2024-04-02T15:22:25.2571264+01:00
22,StimOn,1,2024-04-02T15:22:26.9830144+01:00
22,StimOn,0,2024-04-02T15:22:27.9738880+01:00
23,PictureID,8,2024-04-02T15:22:27.9742464+01:00
23,TrialITI,1.3,2024-04-02T15:22:27.9743232+01:00
23,StimOn,1,2024-04-02T15:22:29.2836736+01:00
23,StimOn,0,2024-04-02T15:22:30.2741888+01:00
23,PictureID,2,2024-04-02T15:22:30.2743680+01:00
23,TrialITI,1.6,2024-04-02T15:22:30.2744576+01:00
23,StimOn,1,2024-04-02T15:22:31.9006976+01:00
23,StimOn,0,2024-04-02T15:22:32.8911616+01:00
23,PictureID,1,2024-04-02T15:22:32.8913280+01:00
23,TrialITI,1.7,2024-04-02T15:22:32.8914048+01:00
23,StimOn,1,2024-04-02T15:22:34.6177408+01:00
23,StimOn,0,2024-04-02T15:22:35.6081792+01:00
23,PictureID,3,2024-04-02T15:22:35.6083456+01:00
23,TrialITI,1,2024-04-02T15:22:35.6084480+01:00
23,StimOn,1,2024-04-02T15:22:36.6180480+01:00
23,StimOn,0,2024-04-02T15:22:37.6084224+01:00
23,PictureID,6,2024-04-02T15:22:37.6086016+01:00
23,TrialITI,2,2024-04-02T15:22:37.6086784+01:00
23,StimOn,1,2024-04-02T15:22:39.6352128+01:00
23,StimOn,0,2024-04-02T15:22:40.6254720+01:00
23,PictureID,5,2024-04-02T15:22:40.6256768+01:00
23,TrialITI,1.6,2024-04-02T15:22:40.6257792+01:00
23,StimOn,1,2024-04-02T15:22:42.2524160+01:00
23,StimOn,0,2024-04-02T15:22:43.2424576+01:00
23,PictureID,9,2024-04-02T15:22:43.2426240+01:00
23,TrialITI,1.2,2024-04-02T15:22:43.2427136+01:00
23,StimOn,1,2024-04-02T15:22:44.4527360+01:00
23,StimOn,0,2024-04-02T15:22:45.4427392+01:00
23,PictureID,7,2024-04-02T15:22:45.4430592+01:00
23,TrialITI,1.9,2024-04-02T15:22:45.4431616+01:00
23,StimOn,1,2024-04-02T15:22:47.3698560+01:00
23,StimOn,0,2024-04-02T15:22:48.3597568+01:00
23,PictureID,0,2024-04-02T15:22:48.3599232+01:00
23,TrialITI,1,2024-04-02T15:22:48.3600000+01:00
23,StimOn,1,2024-04-02T15:22:49.3702016+01:00
23,StimOn,0,2024-04-02T15:22:50.3600128+01:00
23,PictureID,4,2024-04-02T15:22:50.3601792+01:00
23,TrialITI,1.4,2024-04-02T15:22:50.3602560+01:00
23,StimOn,1,2024-04-02T15:22:51.7705344+01:00
23,StimOn,0,2024-04-02T15:22:52.7603072+01:00
24,PictureID,6,2024-04-02T15:22:52.7606912+01:00
24,TrialITI,1.3,2024-04-02T15:22:52.7607680+01:00
24,StimOn,1,2024-04-02T15:22:54.0709888+01:00
24,StimOn,0,2024-04-02T15:22:55.0605952+01:00
24,PictureID,0,2024-04-02T15:22:55.0607744+01:00
24,TrialITI,2,2024-04-02T15:22:55.0608512+01:00
24,StimOn,1,2024-04-02T15:22:57.0880512+01:00
24,StimOn,0,2024-04-02T15:22:58.0776448+01:00
24,PictureID,8,2024-04-02T15:22:58.0778624+01:00
24,TrialITI,1.3,2024-04-02T15:22:58.0779648+01:00
24,StimOn,1,2024-04-02T15:22:59.3884160+01:00
24,StimOn,0,2024-04-02T15:23:00.3779200+01:00
24,PictureID,1,2024-04-02T15:23:00.3781120+01:00
24,TrialITI,1.6,2024-04-02T15:23:00.3782144+01:00
24,StimOn,1,2024-04-02T15:23:02.0055936+01:00
24,StimOn,0,2024-04-02T15:23:02.9949184+01:00
24,PictureID,7,2024-04-02T15:23:02.9950848+01:00
24,TrialITI,1.3,2024-04-02T15:23:02.9951744+01:00
24,StimOn,1,2024-04-02T15:23:04.3060096+01:00
24,StimOn,0,2024-04-02T15:23:05.2952064+01:00
24,PictureID,5,2024-04-02T15:23:05.2954240+01:00
24,TrialITI,1.1,2024-04-02T15:23:05.2955264+01:00
24,StimOn,1,2024-04-02T15:23:06.4062976+01:00
24,StimOn,0,2024-04-02T15:23:07.3954560+01:00
24,PictureID,4,2024-04-02T15:23:07.3956352+01:00
24,TrialITI,1.2,2024-04-02T15:23:07.3957248+01:00
24,StimOn,1,2024-04-02T15:23:08.6073984+01:00
24,StimOn,0,2024-04-02T15:23:09.5957376+01:00
24,PictureID,3,2024-04-02T15:23:09.5959040+01:00
24,TrialITI,1.3,2024-04-02T15:23:09.5959808+01:00
24,StimOn,1,2024-04-02T15:23:10.9076992+01:00
24,StimOn,0,2024-04-02T15:23:11.8960512+01:00
24,PictureID,2,2024-04-02T15:23:11.8963200+01:00
24,TrialITI,1.7,2024-04-02T15:23:11.8964480+01:00
24,StimOn,1,2024-04-02T15:23:13.6247552+01:00
24,StimOn,0,2024-04-02T15:23:14.6130304+01:00
24,PictureID,9,2024-04-02T15:23:14.6131968+01:00
24,TrialITI,1.8,2024-04-02T15:23:14.6132736+01:00
24,StimOn,1,2024-04-02T15:23:16.4418176+01:00
24,StimOn,0,2024-04-02T15:23:17.4301056+01:00
25,PictureID,3,2024-04-02T15:23:17.4305024+01:00
25,TrialITI,1,2024-04-02T15:23:17.4305792+01:00
25,StimOn,1,2024-04-02T15:23:18.4420864+01:00
25,StimOn,0,2024-04-02T15:23:19.4302976+01:00
25,PictureID,0,2024-04-02T15:23:19.4304640+01:00
25,TrialITI,1.6,2024-04-02T15:23:19.4305536+01:00
25,StimOn,1,2024-04-02T15:23:21.0591744+01:00
25,StimOn,0,2024-04-02T15:23:22.0472832+01:00
25,PictureID,2,2024-04-02T15:23:22.0474624+01:00
25,TrialITI,1,2024-04-02T15:23:22.0475392+01:00
25,StimOn,1,2024-04-02T15:23:23.0594560+01:00
25,StimOn,0,2024-04-02T15:23:24.0475392+01:00
25,PictureID,1,2024-04-02T15:23:24.0477056+01:00
25,TrialITI,1,2024-04-02T15:23:24.0477952+01:00
25,StimOn,1,2024-04-02T15:23:25.0598144+01:00
25,StimOn,0,2024-04-02T15:23:26.0478080+01:00
25,PictureID,6,2024-04-02T15:23:26.0480256+01:00
25,TrialITI,1.7,2024-04-02T15:23:26.0481152+01:00
25,StimOn,1,2024-04-02T15:23:27.7768832+01:00
25,StimOn,0,2024-04-02T15:23:28.7648000+01:00
25,PictureID,8,2024-04-02T15:23:28.7649920+01:00
25,TrialITI,1.6,2024-04-02T15:23:28.7650816+01:00
25,StimOn,1,2024-04-02T15:23:30.3940224+01:00
25,StimOn,0,2024-04-02T15:23:31.3817856+01:00
25,PictureID,9,2024-04-02T15:23:31.3819520+01:00
25,TrialITI,1.6,2024-04-02T15:23:31.3820288+01:00
25,StimOn,1,2024-04-02T15:23:33.0110848+01:00
25,StimOn,0,2024-04-02T15:23:33.9987840+01:00
25,PictureID,5,2024-04-02T15:23:33.9989888+01:00
25,TrialITI,1.8,2024-04-02T15:23:33.9990784+01:00
25,StimOn,1,2024-04-02T15:23:35.8281472+01:00
25,StimOn,0,2024-04-02T15:23:36.8157952+01:00
25,PictureID,4,2024-04-02T15:23:36.8159616+01:00
25,TrialITI,1.8,2024-04-02T15:23:36.8160512+01:00
25,StimOn,1,2024-04-02T15:23:38.6451968+01:00
25,StimOn,0,2024-04-02T15:23:39.6328192+01:00
25,PictureID,7,2024-04-02T15:23:39.6330240+01:00
25,TrialITI,1.7,2024-04-02T15:23:39.6331264+01:00
25,StimOn,1,2024-04-02T15:23:41.3623168+01:00
25,StimOn,0,2024-04-02T15:23:42.3498112+01:00
26,PictureID,6,2024-04-02T15:23:42.3501824+01:00
26,TrialITI,1.2,2024-04-02T15:23:42.3502720+01:00
26,StimOn,1,2024-04-02T15:23:43.5626496+01:00
26,StimOn,0,2024-04-02T15:23:44.5501312+01:00
26,PictureID,0,2024-04-02T15:23:44.5506304+01:00
26,TrialITI,1.1,2024-04-02T15:23:44.5509120+01:00
26,StimOn,1,2024-04-02T15:23:45.6629760+01:00
26,StimOn,0,2024-04-02T15:23:46.6503552+01:00
26,PictureID,5,2024-04-02T15:23:46.6505600+01:00
26,TrialITI,1.5,2024-04-02T15:23:46.6506752+01:00
26,StimOn,1,2024-04-02T15:23:48.1800192+01:00
26,StimOn,0,2024-04-02T15:23:49.1673344+01:00
26,PictureID,1,2024-04-02T15:23:49.1674880+01:00
26,TrialITI,1.8,2024-04-02T15:23:49.1675776+01:00
26,StimOn,1,2024-04-02T15:23:50.9970560+01:00
26,StimOn,0,2024-04-02T15:23:51.9843456+01:00
26,PictureID,4,2024-04-02T15:23:51.9845120+01:00
26,TrialITI,1.6,2024-04-02T15:23:51.9845888+01:00
26,StimOn,1,2024-04-02T15:23:53.6142464+01:00
26,StimOn,0,2024-04-02T15:23:54.6013440+01:00
26,PictureID,2,2024-04-02T15:23:54.6015104+01:00
26,TrialITI,1.2,2024-04-02T15:23:54.6016000+01:00
26,StimOn,1,2024-04-02T15:23:55.8145408+01:00
26,StimOn,0,2024-04-02T15:23:56.8016128+01:00
26,PictureID,3,2024-04-02T15:23:56.8018432+01:00
26,TrialITI,1.4,2024-04-02T15:23:56.8019328+01:00
26,StimOn,1,2024-04-02T15:23:58.2149120+01:00
26,StimOn,0,2024-04-02T15:23:59.2019072+01:00
26,PictureID,7,2024-04-02T15:23:59.2020736+01:00
26,TrialITI,1.6,2024-04-02T15:23:59.2021632+01:00
26,StimOn,1,2024-04-02T15:24:00.8320640+01:00
26,StimOn,0,2024-04-02T15:24:01.8189056+01:00
26,PictureID,8,2024-04-02T15:24:01.8190720+01:00
26,TrialITI,1.7,2024-04-02T15:24:01.8191488+01:00
26,StimOn,1,2024-04-02T15:24:03.5491712+01:00
26,StimOn,0,2024-04-02T15:24:04.5359232+01:00
26,PictureID,9,2024-04-02T15:24:04.5361536+01:00
26,TrialITI,1.8,2024-04-02T15:24:04.5362688+01:00
26,StimOn,1,2024-04-02T15:24:06.3663616+01:00
26,StimOn,0,2024-04-02T15:24:07.3529216+01:00
27,PictureID,8,2024-04-02T15:24:07.3532928+01:00
27,TrialITI,1.6,2024-04-02T15:24:07.3533696+01:00
27,StimOn,1,2024-04-02T15:24:08.9835136+01:00
27,StimOn,0,2024-04-02T15:24:09.9699200+01:00
27,PictureID,6,2024-04-02T15:24:09.9700864+01:00
27,TrialITI,1,2024-04-02T15:24:09.9701632+01:00
27,StimOn,1,2024-04-02T15:24:10.9837568+01:00
27,StimOn,0,2024-04-02T15:24:11.9701632+01:00
27,PictureID,9,2024-04-02T15:24:11.9703424+01:00
27,TrialITI,1.1,2024-04-02T15:24:11.9704192+01:00
27,StimOn,1,2024-04-02T15:24:13.0840448+01:00
27,StimOn,0,2024-04-02T15:24:14.0704256+01:00
27,PictureID,1,2024-04-02T15:24:14.0706048+01:00
27,TrialITI,1.4,2024-04-02T15:24:14.0706816+01:00
27,StimOn,1,2024-04-02T15:24:15.4844032+01:00
27,StimOn,0,2024-04-02T15:24:16.4707328+01:00
27,PictureID,3,2024-04-02T15:24:16.4708992+01:00
27,TrialITI,1.3,2024-04-02T15:24:16.4709760+01:00
27,StimOn,1,2024-04-02T15:24:17.7847808+01:00
27,StimOn,0,2024-04-02T15:24:18.7710080+01:00
27,PictureID,0,2024-04-02T15:24:18.7712000+01:00
27,TrialITI,1.3,2024-04-02T15:24:18.7712768+01:00
27,StimOn,1,2024-04-02T15:24:20.0851072+01:00
27,StimOn,0,2024-04-02T15:24:21.0713088+01:00
27,PictureID,7,2024-04-02T15:24:21.0714880+01:00
27,TrialITI,1.3,2024-04-02T15:24:21.0715776+01:00
27,StimOn,1,2024-04-02T15:24:22.3865600+01:00
27,StimOn,0,2024-04-02T15:24:23.3715840+01:00
27,PictureID,4,2024-04-02T15:24:23.3717632+01:00
27,TrialITI,1.1,2024-04-02T15:24:23.3718400+01:00
27,StimOn,1,2024-04-02T15:24:24.4868864+01:00
27,StimOn,0,2024-04-02T15:24:25.4718592+01:00
27,PictureID,2,2024-04-02T15:24:25.4720640+01:00
27,TrialITI,1.9,2024-04-02T15:24:25.4721536+01:00
27,StimOn,1,2024-04-02T15:24:27.4039808+01:00
27,StimOn,0,2024-04-02T15:24:28.3888768+01:00
27,PictureID,5,2024-04-02T15:24:28.3890816+01:00
27,TrialITI,1.6,2024-04-02T15:24:28.3892864+01:00
27,StimOn,1,2024-04-02T15:24:30.0209792+01:00
27,StimOn,0,2024-04-02T15:24:31.0058752+01:00
28,PictureID,6,2024-04-02T15:24:31.0062720+01:00
28,TrialITI,1.9,2024-04-02T15:24:31.0063616+01:00
28,StimOn,1,2024-04-02T15:24:32.9381632+01:00
28,StimOn,0,2024-04-02T15:24:33.9229056+01:00
28,PictureID,0,2024-04-02T15:24:33.9230720+01:00
28,TrialITI,2,2024-04-02T15:24:33.9231616+01:00
28,StimOn,1,2024-04-02T15:24:35.9552896+01:00
28,StimOn,0,2024-04-02T15:24:36.9399424+01:00
28,PictureID,5,2024-04-02T15:24:36.9401216+01:00
28,TrialITI,1.8,2024-04-02T15:24:36.9402240+01:00
28,StimOn,1,2024-04-02T15:24:38.7734528+01:00
28,StimOn,0,2024-04-02T15:24:39.7572992+01:00
28,PictureID,8,2024-04-02T15:24:39.7574784+01:00
28,TrialITI,1.3,2024-04-02T15:24:39.7575552+01:00
28,StimOn,1,2024-04-02T15:24:41.0737920+01:00
28,StimOn,0,2024-04-02T15:24:42.0572416+01:00
28,PictureID,7,2024-04-02T15:24:42.0574208+01:00
28,TrialITI,1.1,2024-04-02T15:24:42.0574976+01:00
28,StimOn,1,2024-04-02T15:24:43.1578624+01:00
28,StimOn,0,2024-04-02T15:24:44.1575040+01:00
28,PictureID,2,2024-04-02T15:24:44.1576832+01:00
28,TrialITI,2,2024-04-02T15:24:44.1577728+01:00
28,StimOn,1,2024-04-02T15:24:46.1751808+01:00
28,StimOn,0,2024-04-02T15:24:47.1745536+01:00
28,PictureID,4,2024-04-02T15:24:47.1747200+01:00
28,TrialITI,1,2024-04-02T15:24:47.1747968+01:00
28,StimOn,1,2024-04-02T15:24:48.1754112+01:00
28,StimOn,0,2024-04-02T15:24:49.1747968+01:00
28,PictureID,1,2024-04-02T15:24:49.1749632+01:00
28,TrialITI,1.9,2024-04-02T15:24:49.1750400+01:00
28,StimOn,1,2024-04-02T15:24:51.0926080+01:00
28,StimOn,0,2024-04-02T15:24:52.0918272+01:00
28,PictureID,9,2024-04-02T15:24:52.0920064+01:00
28,TrialITI,1.4,2024-04-02T15:24:52.0920832+01:00
28,StimOn,1,2024-04-02T15:24:53.4929664+01:00
28,StimOn,0,2024-04-02T15:24:54.4921216+01:00
28,PictureID,3,2024-04-02T15:24:54.4923008+01:00
28,TrialITI,1.1,2024-04-02T15:24:54.4923776+01:00
28,StimOn,1,2024-04-02T15:24:55.5933056+01:00
28,StimOn,0,2024-04-02T15:24:56.5924224+01:00
29,PictureID,8,2024-04-02T15:24:56.5930240+01:00
29,TrialITI,1,2024-04-02T15:24:56.5931904+01:00
29,StimOn,1,2024-04-02T15:24:57.5936000+01:00
29,StimOn,0,2024-04-02T15:24:58.5926400+01:00
29,PictureID,7,2024-04-02T15:24:58.5928064+01:00
29,TrialITI,1.7,2024-04-02T15:24:58.5928960+01:00
29,StimOn,1,2024-04-02T15:25:00.3108480+01:00
29,StimOn,0,2024-04-02T15:25:01.3096448+01:00
29,PictureID,4,2024-04-02T15:25:01.3098112+01:00
29,TrialITI,1.8,2024-04-02T15:25:01.3099008+01:00
29,StimOn,1,2024-04-02T15:25:03.1280768+01:00
29,StimOn,0,2024-04-02T15:25:04.1266560+01:00
29,PictureID,5,2024-04-02T15:25:04.1268352+01:00
29,TrialITI,1.3,2024-04-02T15:25:04.1269120+01:00
29,StimOn,1,2024-04-02T15:25:05.4284032+01:00
29,StimOn,0,2024-04-02T15:25:06.4269440+01:00
29,PictureID,6,2024-04-02T15:25:06.4271232+01:00
29,TrialITI,1.1,2024-04-02T15:25:06.4272000+01:00
29,StimOn,1,2024-04-02T15:25:07.5289216+01:00
29,StimOn,0,2024-04-02T15:25:08.5272064+01:00
29,PictureID,3,2024-04-02T15:25:08.5273856+01:00
29,TrialITI,1.9,2024-04-02T15:25:08.5274624+01:00
29,StimOn,1,2024-04-02T15:25:10.4461056+01:00
29,StimOn,0,2024-04-02T15:25:11.4442368+01:00
29,PictureID,2,2024-04-02T15:25:11.4444160+01:00
29,TrialITI,1.5,2024-04-02T15:25:11.4444928+01:00
29,StimOn,1,2024-04-02T15:25:12.9633408+01:00
29,StimOn,0,2024-04-02T15:25:13.9612288+01:00
29,PictureID,9,2024-04-02T15:25:13.9614336+01:00
29,TrialITI,1.6,2024-04-02T15:25:13.9615360+01:00
29,StimOn,1,2024-04-02T15:25:15.5804416+01:00
29,StimOn,0,2024-04-02T15:25:16.5782400+01:00
29,PictureID,0,2024-04-02T15:25:16.5785856+01:00
29,TrialITI,1.1,2024-04-02T15:25:16.5786624+01:00
29,StimOn,1,2024-04-02T15:25:17.6807808+01:00
29,StimOn,0,2024-04-02T15:25:18.6784896+01:00
29,PictureID,1,2024-04-02T15:25:18.6786688+01:00
29,TrialITI,1.9,2024-04-02T15:25:18.6787584+01:00
29,StimOn,1,2024-04-02T15:25:20.5979008+01:00
29,StimOn,0,2024-04-02T15:25:21.5954944+01:00
30,PictureID,4,2024-04-02T15:25:21.5958528+01:00
30,TrialITI,1.6,2024-04-02T15:25:21.5959296+01:00
30,StimOn,1,2024-04-02T15:25:23.2150528+01:00
30,StimOn,0,2024-04-02T15:25:24.2125056+01:00
30,PictureID,5,2024-04-02T15:25:24.2127360+01:00
30,TrialITI,1.8,2024-04-02T15:25:24.2128768+01:00
30,StimOn,1,2024-04-02T15:25:26.0325632+01:00
30,StimOn,0,2024-04-02T15:25:27.0295168+01:00
30,PictureID,8,2024-04-02T15:25:27.0296832+01:00
30,TrialITI,1.8,2024-04-02T15:25:27.0297600+01:00
30,StimOn,1,2024-04-02T15:25:28.8497536+01:00
30,StimOn,0,2024-04-02T15:25:29.8465280+01:00
30,PictureID,6,2024-04-02T15:25:29.8467072+01:00
30,TrialITI,1,2024-04-02T15:25:29.8467840+01:00
30,StimOn,1,2024-04-02T15:25:30.8501376+01:00
30,StimOn,0,2024-04-02T15:25:31.8467840+01:00
30,PictureID,1,2024-04-02T15:25:31.8469504+01:00
30,TrialITI,1.7,2024-04-02T15:25:31.8470272+01:00
30,StimOn,1,2024-04-02T15:25:33.5671680+01:00
30,StimOn,0,2024-04-02T15:25:34.5638016+01:00
30,PictureID,0,2024-04-02T15:25:34.5640192+01:00
30,TrialITI,1.3,2024-04-02T15:25:34.5640960+01:00
30,StimOn,1,2024-04-02T15:25:35.8676480+01:00
